Name,ID,Publisher Name,Publisher ID,Date,Platform,Category,Downloads (Absolute),Downloads (PoP Growth),Downloads (PoP Growth %),Revenue (Absolute),Revenue (PoP Growth),Revenue (PoP Growth %),DAU (Absolute),DAU (PoP Growth),DAU (PoP Growth %),Downloads First 30 Days (WW),Most Popular Country by Downloads,"RPD (All Time, WW)",Game Art Style,Game Theme,Game Genre,Game Setting
Big Farm: Mobile Harvest,593724db8603da6bc9000d35,Stillfront Group,560c4a178ac350643900dbf8,2023/12/3,Unified,Games,14190254,2640223,0.22859,8946888.33,-10206911.48,-0.532892,146472,-29081,-0.165654,2069278,India,$1.67 ,2D Cartoon,Farming,Simulation,Modern
Pepi House: Happy Family,57e34274f20c5f29420001fc,Pepi Play,560c48a28ac350643900b560,2023/12/3,Unified,Games,13790542,-13885800,-0.501721,90102.07,-22774.59,-0.201765,60928,-71843,-0.541105,263861,Russia,$0.01 ,2D Cartoon,Family / Baby,Lifestyle,Modern
SortPuz: Water Sort Puzzle,606543892d90b64d8cbb45e1,Dark Halo,6359d88fca32e644c3543d30,2023/12/3,Unified,Games,12995344,-41538327,-0.761701,26620.26,-158663.25,-0.856327,1063485,-1570390,-0.596228,974359,India,$0.00 ,2D Cartoon,Hypercasual,Puzzle,N/A
Playdoku: Block Puzzle Games,62c5136ededb8d44175aac16,Burny Games,625a1cbea4c1c0074ae95baf,2023/12/3,Unified,Games,12293745,7108901,1.371093,154.21,154.21,,382194,308442,4.182151,25389,US,$0.00 ,2D Cartoon,Bubbles / Tiles / Colors,Puzzle,N/A
Tile Master Pro: Triple Match,6590b8762f52b07fa40af433,Poker City,56289e3102ac6486a700d6ad,2023/12/3,Unified,Games,10311081,10311081,,32077.01,32077.01,,205895,205895,,81652,India,$0.00 ,Hypercasual,Bubbles / Tiles / Colors,Puzzle,N/A
Sunshine Island : Farming Game,63842eadf31d4c1633de8b28,Stillfront Group,560c4a178ac350643900dbf8,2023/12/3,Unified,Games,10140101,8345423,4.650095,17802802.22,16962314.29,20.181508,216931,205145,17.40582,155023,US,$1.56 ,3D Cartoon,Farming,Simulation,Modern
Kid-E-Cats. Educational Games,5dd0a3e4dbe19b321eeece27,Edujoy Games,55f8957b8ac350426b04268f,2023/12/3,Unified,Games,10072219,-3241380,-0.243464,34193.03,-17866.43,-0.343193,210313,-76261,-0.266113,237529,Russia,$0.00 ,2D Cartoon,Animal - Cat,Puzzle,Cartoon Fantasy
Baby Panda’s Summer: Café,5a6b336cdf738e2c49a2399b,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,9909984,2606717,0.356925,2909.83,1189.08,0.691024,41162,-2332,-0.053617,680639,Indonesia,$0.00 ,2D Cartoon,Cooking / Food,Simulation,Cartoon Fantasy
Bus Jam: Car Parking Games,6730158a4c3d241175b7d110,Joymaster Studio,6525af28ead1220e96d8c834,2023/12/3,Unified,Games,9790384,9790384,,356555.44,356555.44,,133777,133777,,1079033,India,$0.04 ,Hypercasual,Vehicles - Bus,Puzzle,N/A
Piano Dance: music game,650729f53c0c4d44f2831bb9,MMGame Studios,622aaa3d477a880fac1005be,2023/12/3,Unified,Games,9476590,9213744,35.053773,40.63,40.56,579.428571,115789,114562,93.367563,69741,Brazil,$0.00 ,Neon,Music,Arcade,N/A
Block Puzzle,586eecbb4e1bf161f6000034,Addict Puzzle Games,5d1d0d6a358b470fd3d6739b,2023/12/3,Unified,Games,9423932,-5794579,-0.380759,0,0,,672335,-503684,-0.428296,4192,Brazil,$0.00 ,2D Cartoon,Bubbles / Tiles / Colors,Puzzle,N/A
Love Archer: Cupids Arrow,627c71d026c04a6841c39556,Azur Interactive Games,592cc9f811f9436cc900106f,2023/12/3,Unified,Games,9381192,-1069548,-0.102342,1871.89,639.24,0.51859,313840,200388,1.76628,15637,Russia,$0.00 ,2D Cartoon,Hypercasual,Puzzle,N/A
Horror Barby Granny V1.8 Scary,5d4f72e3c5365e0e2b7d9c19,GagsterGame,5d4f72e3c5365e0e2b7d9c18,2023/12/3,Unified,Games,9113865,1230464,0.156083,0,0,,31336,-4350,-0.121897,1863,India,$0.00 ,3D Realistic,Horror,Puzzle,Modern
Animal Connect: Kids Game,642ba649c00d3a0eaf5b348a,MicroEra,63e404d91d7ec34c7b35fc3f,2023/12/3,Unified,Games,9077415,8752697,26.954764,0,0,,350148,348434,203.287048,3290,Vietnam,$0.00 ,2D Cartoon,Animal - Zoo / Other,Puzzle,Cartoon Fantasy
Panda Games: Music & Piano,636f8253b3ae270524b93f27,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,9046542,2998941,0.495889,9640.26,9249.43,23.666121,322240,280388,6.699513,77050,India,$0.00 ,,,,
Princess Computer - Girl Games,5b6beb92dee53a75b3b79c9c,Minibuu Games,5963d7d95ae627173c00020e,2023/12/3,Unified,Games,8749104,-8782394,-0.500949,262.27,-934.91,-0.780927,45064,-45236,-0.500952,6120,India,$0.00 ,2D Cartoon,Tabletop,Puzzle,N/A
Tangled Line: Knot Twisted,6583a60f90cf0f4d408e94e3,Onesoft,5b6de3cab80f52168dc0abc3,2023/12/3,Unified,Games,8401989,8401989,,61923.3,61923.3,,216130,216130,,579793,Russia,$0.01 ,Hypercasual,Hypercasual,Puzzle,N/A
Garage Mania: Triple Match 3D,66c7746b47fce0a257f0a381,Alda Games,5604b9f28ac350172202a696,2023/12/3,Unified,Games,8243077,8243077,,78606.6,78606.6,,116415,116415,,334183,Indonesia,$0.01 ,Hypercasual,Vehicles - Car,Puzzle,N/A
Monster Studio: Music Beats,6789a5e1ed9efb16aff61526,Tappy Game,5628a29702ac6486a704c5fb,2023/12/3,Unified,Games,8172388,8172388,,42075,42075,,101081,101081,,445612,Indonesia,$0.01 ,2D Cartoon,Horror,Arcade,Cartoon Fantasy
An Elmwood Trail - Crime Story,640d9d0df50efb3954ad3d94,Techyonic,5a4ae798c4199c66bb5d3e3c,2023/12/3,Unified,Games,8163837,6598173,4.214297,351421.08,319669.88,10.067962,64896,57434,7.696864,124170,India,$0.04 ,2D Realistic,Crime,Lifestyle,Modern
Baby Panda's City,608b5dea95be11782fa4832d,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,8110115,-16433954,-0.669569,207586.47,-183177.17,-0.468767,58007,-160062,-0.733997,338710,Indonesia,$0.02 ,2D Cartoon,Animal - Zoo / Other,Lifestyle,N/A
Tamadog - Puppy Pet Dog Games,5e1909e8b9ab944ae724b39e,AppsYouLove,6467d12a29dce76723caf8ae,2023/12/3,Unified,Games,8031240,1311512,0.195173,8439932.26,3486351.92,0.703804,69963,18539,0.360513,114402,US,$0.79 ,3D Cartoon,Animal - Dog / Pet,Geolocation,Modern
Bubble Pop Origin! Puzzle Game,5de2ee612e07f213e8f49660,XLsoft,563159133f07e25314001b35,2023/12/3,Unified,Games,7537039,-11863511,-0.611504,10296614.18,-9820933.35,-0.488177,325709,-249257,-0.433516,130979,India,$1.11 ,2D Cartoon,Bubbles / Tiles / Colors,Puzzle,N/A
Solitaire Cash,5c30ea7ad253b12527c24b77,Papaya Gaming,5831d24f0211a60d3c000d92,2023/12/3,Unified,Games,7393954,169274,0.02343,0,0,,246064,56266,0.296452,235415,US,$0.00 ,2D Realistic,Tabletop,Tabletop,N/A
Wood Block - Puzzle Games,6457d0eccc4c515234e4d150,Playflux,64221856f2c9e344c7723c37,2023/12/3,Unified,Games,7328008,7104380,31.768741,12113.61,12035.35,153.786737,159613,158098,104.355116,63463,Brazil,$0.00 ,2D Cartoon,Decoration,Puzzle,Modern
Animal Onet- Tile Connect,642bd6a9075bd557e8248ac0,ZenEcho Studio,68b887bd38b0b52fcd3090e7,2023/12/3,Unified,Games,7042970,3342511,0.903269,0,0,,125254,102758,4.567834,1846,Brazil,$0.00 ,2D Cartoon,Animal - Zoo / Other,Puzzle,Cartoon Fantasy
Shape Escape: Block Puzzle,6822916c5061047f3defc53a,Fiogonia,634ed808b3ae271d2a28d5ee,2023/12/3,Unified,Games,6776268,6776268,,350719.81,350719.81,,82686,82686,,676835,US,$0.05 ,Hypercasual,Tabletop,Puzzle,N/A
Hidden Objects: Find It!,5dd62401dba8ba4196670ab8,Azur Interactive Games,592cc9f811f9436cc900106f,2023/12/3,Unified,Games,6699159,-4694470,-0.412026,363502.93,157158.47,0.761632,38199,-30866,-0.446912,169046,US,$0.02 ,2D Realistic,Tabletop,Puzzle,N/A
Traffic Buster: Parking Escape,66badf5f62e31c62ff8d825f,Fancy Game,588ab5299ae66e55fa00069b,2023/12/3,Unified,Games,6477451,6477451,,1520176.78,1520176.78,,305260,305260,,9257,Russia,$0.23 ,Hypercasual,Vehicles - Car,Puzzle,N/A
Ball Connect Puzzle: Link Dots,677c78f78306100a2083b1a2,Benno Games,623e96669fd4721d3a393c03,2023/12/3,Unified,Games,6118074,6118074,,0,0,,60240,60240,,588038,India,$0.00 ,2D Cartoon,Bubbles / Tiles / Colors,Puzzle,N/A
Cry Babies,5e94f693887653453f126913,IMC Toys,56294fb83f07e236f90578a7,2023/12/3,Unified,Games,6083966,-2317995,-0.275887,44525.44,-2647.02,-0.056114,29448,-6940,-0.190722,110809,Mexico,$0.00 ,3D Cartoon,Family / Baby,Lifestyle,Cartoon Fantasy
Water Sort! Color Sort Puzzle,67303c27a64de011ab811d11,Bobodoo,682b491a3d66f351a3f659e1,2023/12/3,Unified,Games,5996943,5996943,,2244,2244,,36598,36598,,103053,India,$0.00 ,Flat,Hypercasual,Puzzle,N/A
Candyville:Avatar City,66c4937286ca64b684aef011,Kitten Doll,6669fab2574c02a549c1e354,2023/12/3,Unified,Games,5953098,5953098,,253.1,253.1,,31487,31487,,71852,Indonesia,$0.00 ,2D Cartoon,Decoration,Simulation,Cartoon Fantasy
Cat Rush: Draw Puzzle Game,6590d2d5e98ec1074a040422,CAT Studio,658b34a3c084ff79ed22e68f,2023/12/3,Unified,Games,5951851,5951851,,1429.67,1429.67,,94409,94409,,110561,Brazil,$0.00 ,2D Cartoon,Animal - Cat,Puzzle,Cartoon Fantasy
Dessert Factory Idle,6371815bedbc610794a73e1d,Supercent,60c922dc49b48258e3a558c8,2023/12/3,Unified,Games,5563009,-954202,-0.146413,28147.29,-8942.67,-0.241108,240112,140456,1.409408,1946427,US,$0.01 ,Hypercasual,Candy / Dessert,Simulation,N/A
Baby games for 1 - 5 year olds,572bf89277238c0912000009,BonBonGame,62f403b451051232a791e014,2023/12/3,Unified,Games,5363722,-8237320,-0.605639,4470.44,300.95,0.072179,138491,-58204,-0.29591,10564,Brazil,$0.00 ,,,,
High School Love Sim Life Game,646900cf56996b6578d95b7f,Virtual Entertainment Studio,5fca9519f41ad51753c0a92a,2023/12/3,Unified,Games,5322594,4892030,11.361911,0,0,,158202,151908,24.135367,190101,Brazil,$0.00 ,3D Anime,Drama,Simulation,Modern
Jewel Blast Dragon - No Wifi,5cbbba0b4ee6ca12832ad2d0,Go7Game,5c848636379b6674762df449,2023/12/3,Unified,Games,5212968,565599,0.121703,429853.7,-322378.67,-0.428563,134758,52217,0.632619,574,Indonesia,$0.12 ,2D Cartoon,Jewels / Gems,Puzzle,Cartoon Fantasy
Bouncing Hop,6653f5aa2d17a81039589022,Humshan,6653f5aa2d17a81039589021,2023/12/3,Unified,Games,5151299,5151299,,1591.91,1591.91,,85446,85446,,102427,Brazil,$0.00 ,Neon,Music,Arcade,N/A
Meena Game 2,5fded24d342805225d046166,UNICEF,584cb2fb71b360620c0000ff,2023/12/3,Unified,Games,4669382,3460210,2.861636,0,0,,12902,10083,3.5768,1528,Bangladesh,$0.00 ,3D Cartoon,Family / Baby,Puzzle,Modern
My Little Pony Color By Magic,5e790ed48079e3633fc64ffe,Tilting Point,5a7b6504b39ede16a53fc25b,2023/12/3,Unified,Games,4651464,-3241013,-0.410646,1289468.92,-58956.16,-0.043722,67731,-38945,-0.365077,1592513,Brazil,$0.17 ,2D Cartoon,Entertainment Mascot,Tabletop,Cartoon Fantasy
KidloLand Kids Toddler Games,55c56f0802ac64f9c0003747,IDZ Digital,5614b77d3f07e25d29001322,2023/12/3,Unified,Games,4597223,1597681,0.532642,5880496.7,1619975.23,0.380229,36260,11591,0.469861,5801,India,$1.15 ,,,,
Puppy Newborn BabyShower,5ccbfc631c6dcb26ee6f9ad5,LittleTap,68cdf3ac306feb5f164263ec,2023/12/3,Unified,Games,4480443,3682385,4.614182,0,0,,43483,19809,0.836741,11506,Brazil,$0.00 ,2D Cartoon,Animal - Dog / Pet,Lifestyle,Cartoon Fantasy
Dog rush: Draw to save games,63f572595671375afe7b429a,Commandoo,61396da7a9b80013f8ab8b2a,2023/12/3,Unified,Games,4447237,-1075095,-0.194681,0,0,,268442,208256,3.460207,51702,Russia,$0.00 ,2D Cartoon,Animal - Dog / Pet,Puzzle,N/A
Beat Battle Music Challenge,67451dfe82206020ef4501d1,XGame Global,6744248f43283abac3ff088e,2023/12/3,Unified,Games,4436854,4436854,,0,0,,94939,94939,,3241743,Brazil,$0.00 ,2D Cartoon,Horror,Arcade,N/A
Colorwood Words - Cryptogram,6737be7a4b5ce4c3b00ba809,Burny Games,625a1cbea4c1c0074ae95baf,2023/12/3,Unified,Games,4336429,4336429,,216223.06,216223.06,,48940,48940,,50686,US,$0.05 ,2D Cartoon,Tabletop,Puzzle,N/A
Piano Music Beat 5: Song Game,67c1322ae60e72ad25d51562,Melodya Muses,65ab0240de63007e5d37f81f,2023/12/3,Unified,Games,4222825,4222825,,0,0,,18861,18861,,4628,Brazil,$0.00 ,2D Cartoon,Music,Arcade,N/A
Water Sort Puzzle Bottle Game,60d41869698f8d1b8dff1d7c,Appcelent Studio,60d41869698f8d1b8dff1d7b,2023/12/3,Unified,Games,4173490,-3798754,-0.476497,796.53,-2123.53,-0.727221,44093,-65180,-0.596488,22902,India,$0.00 ,Flat,Abstract,Puzzle,N/A
Help Them - Tricky Puzzle,669eb0bf1fe0ce0db3de6200,PixOn Games,6807b41285a660aa1dae74da,2023/12/3,Unified,Games,4149022,4149022,,12866.95,12866.95,,94167,94167,,382141,US,$0.00 ,Hypercasual,Hypercasual,Puzzle,N/A
Click X,68b7efa21d5230f5a1bdeb97,HeartsNet,64bee88eef5a0d2208d1deb8,2023/12/3,Unified,Games,4010242,4010242,,1475.19,1475.19,,21212,21212,,704780,Brazil,$0.00 ,2D Cartoon,Mahjong,Puzzle,N/A
Sudoku Master,6561c6ebad4adb718b73c3d3,Malpa Games,63519eb63a1cbd5f70938ac8,2023/12/3,Unified,Games,4008732,4001998,594.297297,62723.68,62723.68,,48946,48938,6117.25,86208,Russia,$0.02 ,Flat,Tabletop,Puzzle,N/A
Crossword Explorer,5eebdebd3915fc33ed6b08b1,Modern Times Group,560c791e8ac350643902d70a,2023/12/3,Unified,Games,3934870,66616,0.017221,2407833,531775.06,0.283453,67450,386,0.005756,17401,US,$0.52 ,Flat,Tabletop,Puzzle,N/A
Incredible Horror Music Box,63264302594b7b7638a98816,Lecu,61b186c5075bd5239214cf57,2023/12/3,Unified,Games,3913472,3877593,108.074166,2308.94,2308.94,,50606,50606,,45,Indonesia,$0.00 ,2D Cartoon,Music,Arcade,N/A
Brain Up - Drama Puzzle Game,67dbe0abd8e7084df3adf26f,Tang Thi Thuy,64d1c5eb8a6ea377eb41a1c4,2023/12/3,Unified,Games,3806841,3806841,,3398.37,3398.37,,88040,88040,,258125,US,$0.00 ,2D Cartoon,Hypercasual,Puzzle,N/A
Color Time - Paint by Number,61ccc634180097661ad9b92b,Nox Joy,5c422c060fe7665f92b7c6c9,2023/12/3,Unified,Games,3683005,-46854497,-0.927123,143195.07,-134237.9,-0.483857,176451,-1428098,-0.890031,21605,Indonesia,$0.01 ,Flat,Art,Tabletop,N/A
Mahjong Mingle,6766df6acd6e15a53af85e07,Playful Bytes,65a0decef51fe627f7fd1424,2023/12/3,Unified,Games,3655443,3655443,,0,0,,49815,49815,,82417,US,$0.00 ,Hypercasual,Mahjong,Puzzle,N/A
Color Dots,64de7ce2e19d8311d4eec010,ironSource,55f8912b8ac350426b02ddcf,2023/12/3,Unified,Games,3481058,3478384,1300.816754,2033.69,2033.69,,57559,57534,2301.36,0,India,$0.00 ,Flat,Abstract,Puzzle,N/A
My Singing Pet: Pop Piano Game,6875bbdc2c4a5acdcaecbaa1,PulseBeat Studios,6917cd3778fd928d7f2d6b51,2023/12/3,Unified,Games,3372516,3372516,,0,0,,9484,9484,,2905,US,$0.00 ,Flat,Music,Arcade,N/A
Build A Queen,635cbb62ce90095a9b61a255,ironSource,55f8912b8ac350426b02ddcf,2023/12/3,Unified,Games,195438203,153826419,3.696703,20296.96,18382.25,9.60054,2676242,2440911,10.372246,480,India,$0.00 ,Hypercasual,Hypercasual,Arcade,N/A
Paper.io 2,5b6af0a62ba45d4cc3be4963,Voodoo,59bad4eb63f2dc0d0b9689e1,2023/12/3,Unified,Games,160300361,85233147,1.135424,3205198.8,2190338.57,2.158266,3112369,1382019,0.798693,15805156,Brazil,$0.01 ,Hypercasual,Abstract,Arcade,N/A
Tile Club - Match Puzzle Game,63f19ba35e26835decb73157,GamoVation,5d2fbddaa930d848e7aa88ba,2023/12/3,Unified,Games,146657725,125983367,6.093702,2862737.07,2538082.45,7.817792,3671268,3410853,13.097759,1604499,India,$0.02 ,2D Cartoon,Tabletop,Puzzle,N/A
Hair Salon: Beauty Salon Game,64167053e3044020e90e3ab8,Bravestars,594825d017ddb671190015b5,2023/12/3,Unified,Games,69032907,50661190,2.757564,109309.12,107952.16,79.554416,1083323,943028,6.721751,2847773,Brazil,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,Modern
Home Makeover: ASMR Game,663f0807cb85741f87a7c61f,Happy Giggles,5d73409e9ac3eb6e956b1823,2023/12/3,Unified,Games,53309639,53309639,,48767.71,48767.71,,566537,566537,,229288,India,$0.00 ,Hypercasual,Decoration,Simulation,N/A
DOP 2: Delete One Part,5fd3832c005b1650283ce11e,SayGames,5bb5a48345f4430ad72c6f04,2023/12/3,Unified,Games,51262088,-50333076,-0.495428,20057.72,-20489.57,-0.505325,653368,-582972,-0.47153,30185203,India,$0.00 ,2D Cartoon,Hypercasual,Puzzle,N/A
Paper Delivery Boy,643e4d3f2f26480dcd93ed16,Supercent,60c922dc49b48258e3a558c8,2023/12/3,Unified,Games,48758471,48618388,347.068438,50624.71,50624.71,,923218,922431,1172.085133,12060,India,$0.00 ,Hypercasual,Hypercasual,Arcade,N/A
Zen Word - Relax Puzzle Game,63c79ffc4ebdbc3a6588c0b9,Oakever Games,65dcc4c25d0a0d46ffa216a3,2023/12/3,Unified,Games,47900516,47330798,83.077589,14209806.28,14058406.91,92.856443,1531792,1523965,194.706145,21202,US,$0.30 ,Flat,Tabletop,Puzzle,N/A
Bluey: Let's Play!,64a895d6c092060ea99cf110,Tilting Point,5a7b6504b39ede16a53fc25b,2023/12/3,Unified,Games,45806798,30680855,2.02836,39050141.43,37272304.3,20.964971,986028,890325,9.303,5487254,Mexico,$0.67 ,2D Cartoon,Animal - Zoo / Other,Lifestyle,Cartoon Fantasy
DOP 4: Draw One Part,61bbe7f1eda6c2137abfc995,SayGames,5bb5a48345f4430ad72c6f04,2023/12/3,Unified,Games,45729880,-75856157,-0.623889,48565.44,40694.06,5.169876,372971,-618291,-0.623741,5262313,India,$0.00 ,2D Cartoon,Hypercasual,Puzzle,N/A
Livetopia: Party!,6447cf45b7accc6e0b137aec,Century Games,620d3b8db3ae27635539cde2,2023/12/3,Unified,Games,38533599,38172035,105.574767,588727.5,585963.86,212.026118,448784,446132,168.224736,2837082,Indonesia,$0.01 ,3D Cartoon,Sandbox,Simulation,N/A
Boba DIY Bubble Tea,653c551ec074e7152270c7f2,Queen City,661efccea8adb34c316e74cf,2023/12/3,Unified,Games,35959822,35780268,199.273021,1062.11,1062.11,,449930,449575,1266.408451,417199,Russia,$0.00 ,,,,
Color Water Sort Woody Puzzle,633d1eed62bc54609e053a9f,Onesoft,5b6de3cab80f52168dc0abc3,2023/12/3,Unified,Games,35435847,12365689,0.536004,78001.26,45681.01,1.413387,857479,622899,2.65538,121302,India,$0.00 ,Hypercasual,Hypercasual,Puzzle,N/A
Brain Test 4: Tricky Friends,6306d5d5b24b534835791009,Unico Studio,5cec389405a5de78e6a8b627,2023/12/3,Unified,Games,33571153,16158714,0.927998,1085385.35,818512.32,3.067048,468124,323069,2.227217,1985900,Turkey,$0.03 ,2D Cartoon,Adventure,Puzzle,Modern
Woodber - Classic Number Game,6340d4590b276e2e84ff2572,Lihuhu,5cfdb16e3f3d365878619c4f,2023/12/3,Unified,Games,33264535,29776126,8.535732,296012.08,291535.03,65.117662,699816,670334,22.73706,21680,India,$0.01 ,2D Cartoon,Tabletop,Puzzle,N/A
Block Puzzle Gem: Jewel Blast,5d09b9acdba8ba735fc8ec39,Lynn Mobile Puzzle Games,65b9541a560dc96ca4169110,2023/12/3,Unified,Games,32819107,9197012,0.389339,6074.44,6074.44,,1047368,178241,0.205081,3113,India,$0.00 ,2D Cartoon,Tabletop,Puzzle,N/A
Mobile Phone Case Design & DIY,667cdab4b3675a3f87fc452b,Bravestars,594825d017ddb671190015b5,2023/12/3,Unified,Games,29673283,29673283,,2914.56,2914.56,,400826,400826,,2674508,Russia,$0.00 ,3D Realistic,Art,Lifestyle,N/A
Mini Antistress Relaxing Games,67f862744c7c2d37dae9d92a,Stick Hunter,60b108b62abd3d765765be4f,2023/12/3,Unified,Games,28792243,28792243,,993.23,993.23,,128264,128264,,3954578,India,$0.00 ,2D Cartoon,Hypercasual,Arcade,N/A
Tap Away,606fa7e62f714f1583bacd01,Take-Two Interactive,5614b32f3f07e2077c000488,2023/12/3,Unified,Games,25101191,-32027490,-0.56062,856297.75,277318.93,0.478979,318236,-115689,-0.266611,2344883,US,$0.02 ,Hypercasual,Tabletop,Puzzle,N/A
Twisted Tangle,64562d04a1dfb013fb28ff9b,Take-Two Interactive,5614b32f3f07e2077c000488,2023/12/3,Unified,Games,24699137,-215732,-0.008659,25394989.36,24949741.68,56.035647,440892,262590,1.472726,1178018,India,$0.52 ,Flat,Hypercasual,Puzzle,N/A
Hangman Words:Two Player Games,619727a9ba6de9689c29a60e,Kerun Games,5be64738aaeb8366a74502b0,2023/12/3,Unified,Games,22592466,16943292,2.999251,15303.42,9765.62,1.763448,138330,101853,2.792253,50071,Brazil,$0.00 ,2D Cartoon,Tabletop,Puzzle,N/A
Princess Game Fantasy Coloring,665dc8e7ce1cb534ed043e77,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,21048730,21048730,,7803.65,7803.65,,473473,473473,,176693,India,$0.00 ,2D Cartoon,Art,Tabletop,N/A
Meme Challenge: Dank Memes,630eb4c3525f103ddbbcca03,MagicLab,55f893408ac350426b03749e,2023/12/3,Unified,Games,20615538,164450,0.008041,31867.62,25897.36,4.337727,361187,183727,1.035315,2269559,US,$0.00 ,Hypercasual,Tabletop,Puzzle,N/A
Beauty Care!,5ef7c24e2cfa1f0702ebace9,Rovio Entertainment,5604883d8ac3501722000ead,2023/12/3,Unified,Games,18532474,27458,0.001484,51188.68,-24348.72,-0.32234,92447,7999,0.094721,18615165,India,$0.00 ,Hypercasual,Medical / Emergency Services,Simulation,Modern
Office Cat: Idle Tycoon Games,65c580d0f3af822f19c74036,TREEPLLA,60db2b27b3ae27042a5c038c,2023/12/3,Unified,Games,16592162,16592162,,18411033.83,18411033.83,,243999,243999,,982829,Mexico,$1.11 ,2D Cartoon,Animal - Cat,Simulation,Cartoon Fantasy
Baby Panda: Dental Care,5e6059e32e0ec15406345b5c,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,16487942,5529507,0.504589,5350.84,1902.09,0.55153,62789,3417,0.057552,1140552,Indonesia,$0.00 ,2D Cartoon,Medical / Emergency Services,Simulation,Cartoon Fantasy
CookieRun: Kingdom,5fc9f4068779e341690ecd7e,Devsisters,561dd111dc0be5be49000179,2023/12/3,Unified,Games,15393592,4059739,0.358196,176311053.2,22930088.06,0.149498,1781766,-140418,-0.073051,6175631,South Korea,$11.05 ,2D Cartoon,Candy / Dessert,RPG,Cartoon Fantasy
Pop It Antistress Fidget Games,605d53659c72fe5deaaf4498,DobroApps,5d5c9fc8aabaf93045ae5945,2023/12/3,Unified,Entertainment,14246137,4251763,0.425416,808.66,-926.33,-0.533911,71902,12601,0.212492,115516,Brazil,$0.00 ,Hypercasual,Fidget Toys,Simulation,N/A
Match Villains,660af7c66237390ce7c829fc,Good Job Games,586cf5c7b5cd945f960005dc,2023/12/3,Unified,Games,13696238,13696238,,30169961.57,30169961.57,,164328,164328,,378260,US,$2.21 ,2D Cartoon,Bubbles / Tiles / Colors,Puzzle,N/A
Cocobi Hospital - Kids Doctor,631036ecbd259e482609e941,Kigle,567cc93c47a5006eed0039bf,2023/12/3,Unified,Games,13125023,8555429,1.872251,28239.27,10495.45,0.591499,199728,149669,2.989852,444,Brazil,$0.00 ,2D Cartoon,Medical / Emergency Services,Simulation,Cartoon Fantasy
Hospital Game - Doctor Hero,644062dead4adb33632066b0,Hypercell,6418387e1bc83809d1501cf2,2023/12/3,Unified,Games,12894648,10436504,4.245685,102551.61,77842.8,3.150407,332692,315451,18.296561,316943,India,$0.01 ,Hypercasual,Medical / Emergency Services,Simulation,Modern
Bubbu & Mimmi World,6710b9d049bc5f155e303a93,Bubadu,560c49668ac350643900cc01,2023/12/3,Unified,Games,12501935,12501935,,46141.19,46141.19,,130606,130606,,1194021,Indonesia,$0.00 ,2D Cartoon,Animal - Cat,Lifestyle,Cartoon Fantasy
Connect Animal Classic Travel,5ed201add972db625d54d3ab,Hau Sala Game,6787073f12e54460aa7ef449,2023/12/3,Unified,Games,12047567,-7282520,-0.376745,342.88,113,0.491561,385315,-61428,-0.137502,1849,Indonesia,$0.00 ,2D Cartoon,Animal - Zoo / Other,Puzzle,N/A
Baby care game for kids,5ff7b9343a75700b136e0c24,BonBonGame,62f403b451051232a791e014,2023/12/3,Unified,Games,11934054,7100058,1.468776,11462.63,-16407.41,-0.588711,72890,43990,1.522145,38638,Brazil,$0.00 ,2D Cartoon,Family / Baby,Lifestyle,Modern
Clothing Store Simulator,666e741039ca9a0df8aaf5b5,iKame,5ef3a979f26fe50eefaa9733,2023/12/3,Unified,Games,11918725,11918725,,68549.25,68549.25,,54075,54075,,1914932,India,$0.01 ,3D Realistic,Fashion / Aesthetics / Hair,Simulation,Modern
